,character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence,ipa,tone,tone_height,tone_contour,tone_level,tone_rising,tone_falling,vowel_backedness,vowel_height,vowel_roundedness,masculine,feminine
1647,树,shu4,9,3643426,1597134,0.39,2347004,1219433,869461,459289,247001,97683,7311.539,5948.454,4160.1,2218.787,1470.244,1085.367,3699.082,2.432,405.099,3.391,3.375,3.6,3.0,ʂu,4,high,falling,0,0,1,back,high,rounded,0.6952360053124094,0.6952360053124094
1648,恕,shu4,10,10896,2038,0.685,8422,1473,1144,984,622,365,26.237,7.185,5.474,4.754,3.702,4.056,8.568,5.019,5.338,5.198,2.75,2.8,2.9,ʂu,4,high,falling,0,0,1,back,high,rounded,0.8424308025359517,0.8424308025359517
1649,数,shu4,13,3530,2663,0.14,1127,516,687,854,1886,1122,3.511,2.517,3.287,4.126,11.226,12.467,6.189,5.143,957.599,3.018,2.9375,2.9,3.0,ʂuo,4,high,falling,0,0,1,back,high,rounded,0.5699983852736961,0.5699983852736961
1650,漱,shu4,14,246,471,-0.314,357,43,48,66,120,83,1.112,0.21,0.23,0.319,0.714,0.922,0.585,5.8,3.409,5.356,2.5,2.9,2.6,ʂu,4,high,falling,0,0,1,back,high,rounded,0.34309623430962344,0.34309623430962344
1651,澍,shu4,15,18586,5303,0.556,1644,1268,2583,4466,6633,7258,5.121,6.185,12.359,21.575,39.482,80.644,27.561,4.544,1.994,5.524,3.5,3.3,3.1,ʂu,4,high,falling,0,0,1,back,high,rounded,0.7780149859768094,0.7780149859768094
1660,顺,shun4,9,3793441,1256480,0.502,2177746,1049425,751701,488609,377603,198908,6784.255,5119.146,3596.656,2360.43,2247.637,2210.089,3719.702,2.429,192.87,3.712,4.0,3.4,3.4,ʂun,4,high,falling,0,0,1,back,high,rounded,0.75118818690431,0.75118818690431
1661,舜,shun4,12,96419,39567,0.418,43775,17195,16978,18734,22357,16984,136.371,83.878,81.234,90.502,133.077,188.711,118.962,3.921,4.502,5.259,3.9375,3.5,3.6,ʂun,4,high,falling,0,0,1,back,high,rounded,0.7090362243172091,0.7090362243172091
1662,烁,shuo4,9,67481,37690,0.283,668,778,2665,13082,35255,52718,2.081,3.795,12.751,63.198,209.851,585.756,146.239,3.832,15.821,4.774,3.625,3.4,3.2,ʂuo,4,high,falling,0,0,1,back,high,rounded,0.6416312481577621,0.6416312481577621
1663,铄,shuo4,10,13232,7097,0.302,517,265,617,2226,5741,10953,1.611,1.293,2.952,10.754,34.173,121.7,28.747,4.527,0.643,5.784,3.0625,2.8,3.2,ʂuo,4,high,falling,0,0,1,back,high,rounded,0.65089281322249,0.65089281322249
1664,朔,shuo4,10,29590,8441,0.556,1002,855,1882,5435,13309,15540,3.121,4.171,9.005,26.256,79.22,172.667,49.073,4.3,5.145,5.211,3.625,3.6,3.6,ʂuo,4,high,falling,0,0,1,back,high,rounded,0.7780494859456759,0.7780494859456759
1665,硕,shuo4,11,448078,129188,0.552,15304,9999,16611,72546,168723,293938,47.676,48.776,79.478,350.464,1004.304,3265.978,799.446,3.097,11.833,4.892,4.1875,3.3,3.2,ʂuo,4,high,falling,0,0,1,back,high,rounded,0.7762071557999258,0.7762071557999258
1666,司,si1,5,15552,11962,0.13,2853,1497,1677,4047,8461,8986,8.888,7.302,8.024,19.551,50.363,99.844,32.329,4.477,298.599,3.523,3.375,3.0,2.9,si,1,high,level,1,0,0,front,high,unround,0.565239514429018,0.565239514429018
1667,丝,si1,5,1567,55551,-0.945,4175,2541,2417,11381,24137,12498,13.006,12.395,11.565,54.981,143.673,138.867,62.415,4.198,165.988,3.777,2.9375,3.0,3.0,si,1,high,level,1,0,0,front,high,unround,0.02743443397878077,0.02743443397878077
1668,思,si1,9,1552324,2205170,-0.174,536901,269051,250068,446368,1094352,1160226,1672.589,1312.444,1196.498,2156.367,6514.0,12891.4,4290.55,2.367,1154.2,2.937,3.875,3.8,3.2,si,1,high,level,1,0,0,front,high,unround,0.4131274727251727,0.4131274727251727
1669,鸶,si1,10,15,402,-0.928,5,8,13,155,140,96,0.016,0.039,0.062,0.749,0.833,1.067,0.461,5.835,0.9,5.721,3.125,2.8,2.6,si,1,high,level,1,0,0,front,high,unround,0.03597122302158273,0.03597122302158273
1670,斯,si1,12,137615,174163,-0.117,40477,22875,24391,65799,95287,63083,126.097,111.585,116.703,317.87,567.185,700.922,323.394,3.489,460.342,3.336,3.4375,3.4,3.3,si,1,high,level,1,0,0,front,high,unround,0.4413877823323005,0.4413877823323005
1671,锶,si1,14,2417,10270,-0.619,7,23,112,1003,4251,7292,0.022,0.112,0.536,4.845,25.304,81.022,18.64,4.707,0.643,5.784,2.3125,2.4,2.6,si,1,high,level,1,0,0,front,high,unround,0.19050997083628912,0.19050997083628912
1672,偲,si1,11,4509,11687,-0.443,19,59,187,3270,6510,6139,0.059,0.288,0.895,15.797,38.75,68.211,20.667,4.664,0.0,6.0,2.9375,2.6,3.0,si,1,high,level,1,0,0,front,high,unround,0.2784020745863176,0.2784020745863176
1673,似,si4,6,971,1926,-0.33,834,356,394,483,502,328,2.598,1.737,1.885,2.333,2.988,3.644,2.531,5.452,452.561,3.343,2.8125,2.9,2.7,si,4,high,falling,0,0,1,front,high,unround,0.3351743182602692,0.3351743182602692
1674,巳,si4,3,639,324,0.327,109,32,68,213,137,404,0.34,0.156,0.325,1.029,0.815,4.489,1.192,5.659,1.158,5.666,2.4375,2.6,2.7,si,4,high,falling,0,0,1,front,high,unround,0.6635514018691588,0.6635514018691588
1675,四,si4,5,559931,598171,-0.033,377177,337624,267416,116836,44385,8657,1175.006,1646.946,1279.502,564.425,264.196,96.189,837.711,3.076,1109.954,2.954,2.25,2.6,2.4,si,4,high,falling,0,0,1,front,high,unround,0.48349022797646496,0.48349022797646496
1676,泗,si4,8,7752,2964,0.447,4442,2502,1844,1172,548,206,13.838,12.205,8.823,5.662,3.262,2.289,7.68,5.061,2.251,5.488,2.75,2.8,2.5,si,4,high,falling,0,0,1,front,high,unround,0.723404255319149,0.723404255319149
1677,肆,si4,13,591,193,0.508,102,129,216,177,115,43,0.318,0.629,1.033,0.855,0.685,0.478,0.666,5.778,15.435,4.784,2.1875,2.4,2.8,si,4,high,falling,0,0,1,front,high,unround,0.7538265306122449,0.7538265306122449
1678,嗣,si4,13,31506,3947,0.777,11352,5148,4796,4959,5098,4093,35.364,25.112,22.947,23.957,30.345,45.478,30.534,4.501,8.232,5.035,3.125,3.0,2.9,si,4,high,falling,0,0,1,front,high,unround,0.8886695061066765,0.8886695061066765
1679,松,song1,8,4076954,658906,0.722,1301060,754822,888388,880229,671482,239899,4053.146,3682.059,4250.66,4252.314,3996.917,2665.544,3816.773,2.418,183.417,3.734,3.9375,3.5,3.3,soŋ,1,high,level,1,0,0,back,middle,rounded,0.8608687756817136,0.8608687756817136
1680,凇,song1,10,4274,670,0.729,21,50,203,738,1668,2264,0.065,0.244,0.971,3.565,9.929,25.156,6.655,5.116,2.058,5.515,3.25,3.0,3.3,soŋ,1,high,level,1,0,0,back,middle,rounded,0.8644822006472492,0.8644822006472492
1681,崧,song1,11,10206,4618,0.377,4046,1481,1908,2194,3011,2181,12.604,7.224,9.129,10.599,17.923,24.233,13.619,4.835,0.0,6.0,3.625,2.9,3.7,soŋ,1,high,level,1,0,0,back,middle,rounded,0.6884781435509983,0.6884781435509983
1682,淞,song1,11,36047,3651,0.816,596,577,1701,6684,12960,17195,1.857,2.815,8.139,32.29,77.143,191.056,52.217,4.274,4.052,5.297,3.375,3.1,3.3,soŋ,1,high,level,1,0,0,back,middle,rounded,0.9080306312660588,0.9080306312660588
1683,嵩,song1,13,59439,5142,0.841,5677,4047,9593,18884,16973,9415,17.685,19.741,45.9,91.227,101.03,104.611,63.366,4.191,3.859,5.313,3.9375,3.4,3.4,soŋ,1,high,level,1,0,0,back,middle,rounded,0.92037905885632,0.92037905885632
1684,宋,song4,7,40423,43799,-0.04,31539,11388,10928,13202,11826,5363,98.252,55.551,52.287,63.778,70.393,59.589,66.642,4.17,99.361,3.998,3.125,3.1,2.9,soŋ,4,high,falling,0,0,1,back,middle,rounded,0.4799577307591841,0.4799577307591841
1685,送,song4,9,20599,7242,0.48,8770,4591,4691,5495,3526,764,27.321,22.395,22.445,26.546,20.988,8.489,21.364,4.65,277.44,3.555,2.125,2.9,2.8,soŋ,4,high,falling,0,0,1,back,middle,rounded,0.7398800330447901,0.7398800330447901
1686,颂,song4,10,47571,20308,0.402,11202,8769,14027,12821,12576,8493,34.897,42.776,67.115,61.937,74.857,94.367,62.658,4.196,25.017,4.585,3.875,3.7,3.5,soŋ,4,high,falling,0,0,1,back,middle,rounded,0.7008205777928372,0.7008205777928372
1687,苏,su1,7,227865,683369,-0.5,242280,171338,144400,150036,129918,75261,754.766,835.795,690.909,724.812,773.321,836.233,769.306,3.113,266.057,3.573,3.5,3.1,2.8,su,1,high,level,1,0,0,back,high,rounded,0.25006200383216604,0.25006200383216604
1688,稣,su1,13,275,355,-0.127,7,20,44,122,230,210,0.022,0.098,0.211,0.589,1.369,2.333,0.77,5.752,13.698,4.833,2.5,2.7,2.7,su,1,high,level,1,0,0,back,high,rounded,0.4365079365079365,0.4365079365079365
1689,肃,su4,8,7741,4278,0.288,2135,1414,1762,2468,2922,1298,6.651,6.898,8.431,11.923,17.393,14.422,10.953,4.923,66.434,4.171,3.4375,3.2,3.3,su,4,high,falling,0,0,1,back,high,rounded,0.6440635660204675,0.6440635660204675
1690,素,su4,10,163900,7101852,-0.955,3598208,1738219,1167487,515231,194863,45734,11209.371,8479.117,5586.062,2489.039,1159.899,508.156,4905.274,2.309,542.404,3.265,3.4375,3.5,3.4,su,4,high,falling,0,0,1,back,high,rounded,0.02255788526776031,0.02255788526776031
1691,粟,su4,12,5075,3729,0.153,800,409,773,1930,2791,2101,2.492,1.995,3.699,9.324,16.613,23.344,9.578,4.976,8.232,5.035,3.0625,2.9,3.0,su,4,high,falling,0,0,1,back,high,rounded,0.5764425261244889,0.5764425261244889
1692,塑,su4,13,836,355,0.404,20,64,92,281,488,232,0.062,0.312,0.44,1.357,2.905,2.578,1.276,5.643,81.161,4.085,2.625,3.0,2.6,su,4,high,falling,0,0,1,back,high,rounded,0.7019311502938707,0.7019311502938707
1693,溯,su4,13,3622,1552,0.4,239,321,605,1160,1438,1419,0.745,1.566,2.895,5.604,8.56,15.767,5.856,5.164,12.412,4.873,3.25,3.1,3.3,su,4,high,falling,0,0,1,back,high,rounded,0.7000386548125241,0.7000386548125241
1701,孙,sun1,6,46880,14824,0.52,13555,8678,9200,11696,11027,7482,42.227,42.332,44.019,56.502,65.637,83.133,55.642,4.247,157.499,3.8,2.875,2.6,2.6,sun,1,high,level,1,0,0,back,high,rounded,0.7597562556722417,0.7597562556722417
1702,所,suo3,8,22859,6770,0.543,12627,7090,4831,3066,1574,484,39.336,34.585,23.115,14.812,9.369,5.378,21.099,4.656,2449.499,2.611,2.6875,2.8,3.0,suo,3,low,falling-rising,0,1,1,back,high,rounded,0.7715076445374465,0.7715076445374465
1703,索,suo3,10,2881,1949,0.193,711,509,640,1395,1162,440,2.215,2.483,3.062,6.739,6.917,4.889,4.384,5.269,186.889,3.726,3.125,2.8,3.4,suo,3,low,falling-rising,0,1,1,back,high,rounded,0.59648033126294,0.59648033126294
1704,锁,suo3,12,325112,42022,0.771,166980,94647,54358,31732,15069,3904,520.187,461.693,260.086,153.295,89.696,43.378,254.723,3.592,46.947,4.319,2.5625,2.5,2.6,suo,3,low,falling-rising,0,1,1,back,high,rounded,0.8855404293800084,0.8855404293800084
1705,塔,ta3,12,8027,4691,0.262,2517,1810,2064,3281,2395,651,7.841,8.829,9.876,15.85,14.256,7.233,10.648,4.934,69.585,4.151,2.875,2.4,2.7,tʰa,3,low,falling-rising,0,1,1,center,low,unround,0.6311526969649316,0.6311526969649316
1711,坍,tan1,7,39,167,-0.621,4,1,3,44,75,79,0.012,0.005,0.014,0.213,0.446,0.878,0.261,5.899,4.63,5.249,2.125,2.3,2.6,tʰan,1,high,level,1,0,0,center,low,unround,0.18932038834951456,0.18932038834951456
1712,滩,tan1,13,934,345,0.461,126,96,110,353,485,109,0.393,0.468,0.526,1.705,2.887,1.211,1.198,5.658,43.732,4.349,2.25,2.4,2.7,tʰan,1,high,level,1,0,0,center,low,unround,0.7302580140734949,0.7302580140734949
1713,坛,tan2,7,7113,3168,0.384,1834,765,1039,2688,2861,1078,5.713,3.732,4.971,12.986,17.03,11.978,9.402,4.983,35.178,4.442,2.6875,2.7,2.8,tʰan,2,mid,rising,0,1,0,center,low,unround,0.691858768602276,0.691858768602276
1714,郯,tan2,10,163,59,0.468,7,6,14,62,94,39,0.022,0.029,0.067,0.3,0.56,0.433,0.235,5.908,0.579,5.802,2.875,2.9,3.1,tʰan,2,mid,rising,0,1,0,center,low,unround,0.7342342342342343,0.7342342342342343
1715,谈,tan2,10,2739,1204,0.389,653,364,302,857,1228,538,2.034,1.776,1.445,4.14,7.31,5.978,3.781,5.32,350.691,3.454,3.1875,2.8,3.2,tʰan,2,mid,rising,0,1,0,center,low,unround,0.6946487446107025,0.6946487446107025
1716,覃,tan2,12,3660,2743,0.143,490,256,539,1545,2037,1544,1.526,1.249,2.579,7.464,12.125,17.156,7.017,5.096,3.087,5.389,3.3125,3.2,3.1,tʰan,2,mid,rising,0,1,0,center,low,unround,0.5716070591910042,0.5716070591910042
1717,锬,tan2,13,1044,197,0.683,81,37,191,320,378,234,0.252,0.18,0.914,1.546,2.25,2.6,1.29,5.64,0.0,6.0,2.4375,2.7,3.0,tʰan,2,mid,rising,0,1,0,center,low,unround,0.8412570507655117,0.8412570507655117
1718,谭,tan2,14,6584,2412,0.464,1312,548,704,2151,2820,1464,4.087,2.673,3.368,10.391,16.786,16.267,8.929,5.003,18.779,4.704,3.3125,3.1,3.1,tʰan,2,mid,rising,0,1,0,center,low,unround,0.7318808359270788,0.7318808359270788
1719,潭,tan2,15,19315,4254,0.639,5797,2347,2450,4744,5190,3023,18.059,11.449,11.722,22.918,30.893,33.589,21.438,4.649,17.75,4.727,3.3125,3.1,3.1,tʰan,2,mid,rising,0,1,0,center,low,unround,0.8195086766515338,0.8195086766515338
1720,檀,tan2,17,2246,1562,0.18,936,247,360,681,823,768,2.916,1.205,1.722,3.29,4.899,8.533,3.761,5.322,5.595,5.181,3.375,3.3,3.3,tʰan,2,mid,rising,0,1,0,center,low,unround,0.5898109243697479,0.5898109243697479
1721,镡,tan2,17,305,207,0.191,19,6,18,69,128,272,0.059,0.029,0.086,0.333,0.762,3.022,0.715,5.766,0.0,6.0,2.6875,2.3,3.0,tʰan,2,mid,rising,0,1,0,center,low,unround,0.595703125,0.595703125
1722,坦,tan3,8,23777,6768,0.557,9131,2933,3219,7045,5818,2434,28.445,14.307,15.402,34.034,34.631,27.044,25.644,4.574,87.978,4.051,3.25,3.4,3.3,tʰan,3,low,falling-rising,0,1,1,center,low,unround,0.7784252741856278,0.7784252741856278
1723,汤,tang1,6,2422,529,0.641,949,229,215,432,656,469,2.956,1.117,1.029,2.087,3.905,5.211,2.718,5.43,51.835,4.277,3.1875,3.1,2.7,tʰaŋ,1,high,level,1,0,0,center,low,unround,0.8207387326330058,0.8207387326330058
1724,唐,tang2,10,57123,15053,0.583,22164,9183,9243,11687,12188,7698,69.047,44.795,44.225,56.459,72.548,85.533,62.101,4.2,127.594,3.891,3.375,3.1,3.2,tʰaŋ,2,mid,rising,0,1,0,center,low,unround,0.7914403679893594,0.7914403679893594
1725,堂,tang2,11,1315186,104401,0.853,825387,286569,161081,82952,45037,17677,2571.299,1397.898,770.722,400.734,268.077,196.411,934.19,3.029,171.455,3.763,3.5625,3.8,3.3,tʰaŋ,2,mid,rising,0,1,0,center,low,unround,0.9264567793308899,0.9264567793308899
1726,棠,tang2,12,98740,60360,0.241,72358,28930,21719,19044,11367,5733,225.414,141.122,103.919,92.0,67.661,63.7,115.636,3.933,8.746,5.011,3.875,3.9,3.4,tʰaŋ,2,mid,rising,0,1,0,center,low,unround,0.6206159648020113,0.6206159648020113
1727,塘,tang2,13,4153,664,0.724,1685,645,637,699,729,390,5.249,3.146,3.048,3.377,4.339,4.333,3.915,5.308,42.06,4.366,2.9375,3.0,2.6,tʰaŋ,2,mid,rising,0,1,0,center,low,unround,0.8621548681752128,0.8621548681752128
1728,瑭,tang2,14,862,1072,-0.109,25,27,101,488,668,634,0.078,0.132,0.483,2.357,3.976,7.044,2.345,5.476,0.0,6.0,3.625,3.2,3.3,tʰaŋ,2,mid,rising,0,1,0,center,low,unround,0.44570837642192346,0.44570837642192346
1729,傥,tang3,12,126,25,0.669,31,7,9,29,57,18,0.097,0.034,0.043,0.14,0.339,0.2,0.142,5.942,0.45,5.839,3.0625,3.1,3.3,tʰaŋ,3,low,falling-rising,0,1,1,center,low,unround,0.8344370860927153,0.8344370860927153
1738,特,te4,10,49446,6675,0.762,4174,3480,5851,14101,19446,9023,13.003,16.976,27.995,68.121,115.75,100.256,57.017,4.236,1196.195,2.922,2.9375,3.0,3.2,tʰe,4,high,falling,0,0,1,front,middle,unround,0.8810605655636927,0.8810605655636927
1739,腾,teng2,13,572905,103970,0.693,54265,35157,48374,157944,245287,135805,169.05,171.498,231.455,763.014,1460.042,1508.944,717.334,3.144,85.534,4.063,4.25,3.7,3.7,tʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.8463970452446907,0.8463970452446907
1740,滕,teng2,15,12886,5796,0.38,599,416,798,5535,7887,3448,1.866,2.029,3.818,26.739,46.946,38.311,19.952,4.679,3.73,5.325,3.6875,3.6,3.3,tʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.6897548442350926,0.6897548442350926
1741,藤,teng2,18,5402,7536,-0.165,1159,477,606,2220,4692,3793,3.611,2.327,2.9,10.725,27.929,42.144,14.939,4.798,25.146,4.583,2.9375,3.1,2.9,tʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.41752975730406555,0.41752975730406555
1742,提,ti2,12,6580,11957,-0.29,6001,3175,3539,3038,2113,671,18.695,15.488,16.933,14.676,12.577,7.456,14.304,4.815,1143.653,2.941,2.5,2.5,2.6,tʰi,2,mid,rising,0,1,0,front,high,unround,0.3549657441873011,0.3549657441873011
1743,体,ti3,7,78599,32976,0.409,47975,23581,20056,11487,6360,2227,149.455,115.029,95.962,55.493,37.857,24.744,79.757,4.093,2316.053,2.635,2.4375,2.6,2.7,tʰi,3,low,falling-rising,0,1,1,front,high,unround,0.7044499215774143,0.7044499215774143
1744,倜,ti4,10,1637,507,0.527,371,191,254,573,570,185,1.156,0.932,1.215,2.768,3.393,2.056,1.92,5.535,0.965,5.707,2.6875,2.7,3.2,tʰi,4,high,falling,0,0,1,front,high,unround,0.7635261194029851,0.7635261194029851
1745,悌,ti4,10,1356,293,0.645,960,145,124,203,157,62,2.991,0.707,0.593,0.981,0.935,0.689,1.149,5.668,0.643,5.784,2.75,2.9,3.1,tʰi,4,high,falling,0,0,1,front,high,unround,0.8223165554881746,0.8223165554881746
1746,惕,ti4,11,508,304,0.251,392,125,107,90,79,19,1.221,0.61,0.512,0.435,0.47,0.211,0.577,5.802,16.142,4.766,2.4375,2.6,3.2,tʰi,4,high,falling,0,0,1,front,high,unround,0.625615763546798,0.625615763546798
1756,铁,tie3,10,766705,95149,0.779,253501,204751,214572,126658,48344,13452,789.723,998.785,1026.66,611.874,287.762,149.467,644.045,3.19,322.265,3.49,3.0,2.6,2.8,tʰie,3,low,falling-rising,0,1,1,front,high,unround,0.8895996305638774,0.8895996305638774
1757,厅,ting1,4,7333,2294,0.523,386,364,656,2778,4068,1325,1.202,1.776,3.139,13.42,24.214,14.722,9.746,4.969,69.714,4.15,2.875,2.9,2.6,tʰiŋ,1,high,level,1,0,0,front,high,unround,0.7617118520826841,0.7617118520826841
1758,汀,ting1,5,9615,7508,0.123,2841,1487,1795,3682,4027,3296,8.85,7.254,8.589,17.787,23.97,36.622,17.179,4.74,4.888,5.23,3.375,3.1,3.1,tʰiŋ,1,high,level,1,0,0,front,high,unround,0.5615254336272849,0.5615254336272849
1759,听,ting1,7,12347,9813,0.114,6229,3140,2655,3717,4629,1813,19.405,15.317,12.703,17.957,27.554,20.144,18.847,4.702,693.665,3.158,2.6875,3.0,2.7,tʰiŋ,1,high,level,1,0,0,front,high,unround,0.5571750902527076,0.5571750902527076
1760,廷,ting2,6,1683342,671702,0.43,1118865,445887,336420,222475,156741,74337,3485.561,2175.059,1609.665,1074.758,932.982,825.967,1683.999,2.773,41.931,4.367,3.625,3.5,3.6,tʰiŋ,2,mid,rising,0,1,0,front,high,unround,0.7147815497290072,0.7147815497290072
1761,亭,ting2,9,329418,352524,-0.034,260133,95672,62356,115285,118677,29699,810.383,466.693,298.354,556.932,706.411,329.989,528.127,3.276,32.542,4.474,3.6875,3.4,3.3,tʰiŋ,2,mid,rising,0,1,0,front,high,unround,0.48305867654433954,0.48305867654433954
1762,庭,ting2,9,616216,177002,0.554,318206,123748,96742,100630,97969,55096,991.296,603.649,462.88,486.135,583.149,612.178,623.215,3.205,181.101,3.74,3.75,3.5,3.3,tʰiŋ,2,mid,rising,0,1,0,front,high,unround,0.7768557950021305,0.7768557950021305
1763,停,ting2,11,44116,57426,-0.131,29193,15607,10163,18779,23658,4239,90.944,76.132,48.627,90.72,140.821,47.1,82.391,4.079,245.542,3.608,2.0,2.4,2.6,tʰiŋ,2,mid,rising,0,1,0,front,high,unround,0.43446061728151897,0.43446061728151897
1764,葶,ting2,12,73,3333,-0.957,32,41,133,447,1041,1708,0.1,0.2,0.636,2.159,6.196,18.978,4.712,5.243,0.386,5.858,3.125,3.0,3.1,tʰiŋ,2,mid,rising,0,1,0,front,high,unround,0.021432765707574866,0.021432765707574866
1765,蜓,ting2,12,156,1818,-0.842,28,25,41,452,830,603,0.087,0.122,0.196,2.184,4.94,6.7,2.372,5.472,6.624,5.118,2.75,2.3,2.5,tʰiŋ,2,mid,rising,0,1,0,front,high,unround,0.0790273556231003,0.0790273556231003
1766,婷,ting2,12,16026,5187669,-0.994,69416,86177,188079,1284324,2350723,1224933,216.249,420.376,899.9,6204.464,13992.399,13610.367,5890.626,2.23,9.711,4.97,4.125,3.4,3.1,tʰiŋ,2,mid,rising,0,1,0,front,high,unround,0.0030797346885242122,0.0030797346885242122
1767,霆,ting2,14,46007,5379,0.791,1445,2120,4459,10656,13352,19357,4.502,10.341,21.335,51.478,79.476,215.078,63.702,4.189,1.865,5.543,3.75,3.1,3.7,tʰiŋ,2,mid,rising,0,1,0,front,high,unround,0.8953216829486631,0.8953216829486631
1768,挺,ting3,9,95577,6102,0.88,7030,7491,17361,37540,26300,5952,21.9,36.541,83.067,181.353,156.548,66.133,90.924,4.037,78.139,4.102,3.25,2.6,3.1,tʰiŋ,3,low,falling-rising,0,1,1,front,high,unround,0.9399876080606615,0.9399876080606615
1769,珽,ting3,10,981,430,0.391,86,71,227,431,365,231,0.268,0.346,1.086,2.082,2.173,2.567,1.42,5.616,0.0,6.0,3.625,3.0,3.3,tʰiŋ,3,low,falling-rising,0,1,1,front,high,unround,0.6952515946137491,0.6952515946137491
1770,艇,ting3,12,7957,567,0.867,294,668,1891,3526,1772,564,0.916,3.259,9.048,17.034,10.548,6.267,7.845,5.053,26.368,4.563,3.0,3.2,2.9,tʰiŋ,3,low,falling-rising,0,1,1,front,high,unround,0.9334819333646176,0.9334819333646176
1771,通,tong1,10,623773,44789,0.866,182297,89663,85539,114659,135697,60483,567.903,437.38,409.278,553.908,807.72,672.033,574.704,3.24,1132.72,2.945,3.375,3.4,3.6,tʰoŋ,1,high,level,1,0,0,back,middle,rounded,0.9330069612092821,0.9330069612092821
1772,仝,tong2,5,1987,658,0.502,164,84,136,508,1017,729,0.511,0.41,0.651,2.454,6.054,8.1,3.03,5.395,0.0,6.0,2.75,2.9,2.8,仝,2,mid,rising,0,1,0,missing,missing,missing,0.7512287334593573,0.7512287334593573
1773,同,tong2,6,1054327,290570,0.568,601082,274034,186545,127040,98358,58416,1872.53,1336.751,892.56,613.72,585.464,649.067,991.682,3.003,2759.16,2.559,3.5,3.8,3.4,tʰoŋ,2,mid,rising,0,1,0,back,middle,rounded,0.7839462799009888,0.7839462799009888
1774,佟,tong2,7,6687,4172,0.232,166,171,498,1901,3399,4718,0.517,0.834,2.383,9.184,20.232,52.422,14.262,4.816,7.396,5.076,3.3125,3.4,3.3,tʰoŋ,2,mid,rising,0,1,0,back,middle,rounded,0.615802560088406,0.615802560088406
1775,彤,tong2,7,145564,712714,-0.661,10470,28974,33261,62894,252294,470338,32.617,141.337,159.144,303.836,1501.75,5225.978,1227.444,2.911,3.601,5.337,4.0,3.8,3.3,tʰoŋ,2,mid,rising,0,1,0,back,middle,rounded,0.16960005965433111,0.16960005965433111
1776,桐,tong2,10,241253,202173,0.088,77588,20540,16417,36593,115216,177070,241.707,100.195,78.55,176.778,685.81,1967.444,541.747,3.265,14.47,4.811,3.625,3.6,3.3,tʰoŋ,2,mid,rising,0,1,0,back,middle,rounded,0.5440659771867233,0.5440659771867233
1777,铜,tong2,11,30706,4346,0.752,4764,4838,4451,6259,8709,6010,14.841,23.6,21.297,30.237,51.839,66.778,34.765,4.447,80.84,4.087,2.8125,2.3,2.6,tʰoŋ,2,mid,rising,0,1,0,back,middle,rounded,0.8760127810110693,0.8760127810110693
1778,童,tong2,12,129016,113964,0.062,7388,5730,9226,27693,95133,97926,23.016,27.951,44.144,133.783,566.268,1088.067,313.872,3.502,188.369,3.723,3.3125,3.6,2.9,tʰoŋ,2,mid,rising,0,1,0,back,middle,rounded,0.530973742694872,0.530973742694872
1779,僮,tong2,14,1294,1689,-0.132,26,27,90,317,976,1546,0.081,0.132,0.431,1.531,5.81,17.178,4.194,5.284,4.437,5.265,3.125,3.4,2.8,tʰoŋ,2,mid,rising,0,1,0,back,middle,rounded,0.43379148508213206,0.43379148508213206
1780,潼,tong2,15,13052,23278,-0.281,600,321,611,2601,7849,24370,1.869,1.566,2.923,12.565,46.72,270.778,56.07,4.244,3.216,5.375,3.1875,3.3,3.0,tʰoŋ,2,mid,rising,0,1,0,back,middle,rounded,0.35926231764382055,0.35926231764382055
1781,瞳,tong2,17,5896,9407,-0.229,127,100,289,1616,5314,7859,0.396,0.488,1.383,7.807,31.631,87.322,21.505,4.648,5.659,5.177,2.875,3.1,2.8,tʰoŋ,2,mid,rising,0,1,0,back,middle,rounded,0.3852839312553094,0.3852839312553094
